n.name,n.description,n.node_labels,n.url,n.word_vec
oh bah mə,,['Subject'],,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
american politician,,['Thing'],,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44th president,[],[],[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
united states,"The United States of America, commonly known as the United States or America, is a country primarily located in North America. It consists of 50 states, a federal district, five major self-governing territories, 326 Indian reservations, and some minor possessions. ","['AdministrativeArea', 'Country', 'Thing', 'Place']",https://en.wikipedia.org/wiki/United_States,"[-0.06977874785661697, 0.21644160151481628, -0.01890973001718521, -0.15806284546852112, 0.2034623622894287, 0.06535901129245758, -0.014969263225793839, -0.04446950927376747, -0.07964222133159637, 2.2109220027923584, -0.23202121257781982, 0.020306255668401718, 0.07176924496889114, -0.08075940608978271, -0.11308576911687851, -0.10306495428085327, -0.03159700334072113, 1.264925479888916, -0.08013572543859482, -0.024369174614548683, -0.024603649973869324, 0.037847474217414856, -0.047923676669597626, -0.041519325226545334, 0.014813358895480633, -0.06549124419689178, -0.08309876918792725, -0.025144832208752632, 0.03684789314866066, 0.061639416962862015, 0.14388692378997803, 0.08139700442552567, 0.016826441511511803, 0.06021970137953758, 0.03500047326087952, -0.07226969301700592, -0.06953100860118866, 0.020619742572307587, -0.1042628362774849, 0.031097475439310074, -0.010573954321444035, 0.08073043823242188, 0.09706734120845795, -0.09167759120464325, 0.019245002418756485, 0.0059851487167179585, -0.02239246293902397, -0.05013507977128029, 0.04758380725979805, -0.04030773788690567, -0.051325369626283646, 0.16303813457489014, -0.06275805830955505, -0.04229405149817467, -0.03489996865391731, -0.00772837083786726, 0.11169956624507904, -0.05122610181570053, 0.06258556991815567, -0.03729729726910591, 0.03320007771253586, 0.04949349910020828, 0.0010052314028143883, 0.3079870343208313, -0.034961044788360596, -0.15188996493816376, 0.025195956230163574, 0.12652461230754852, -0.08656284958124161, 0.10485464334487915, -0.07366768270730972, 0.07522395253181458, 0.0768950879573822, -0.04386494681239128, 0.06327232718467712, 0.008668015711009502, -0.03239849582314491, 0.016032341867685318, 0.10798083990812302, 0.20344531536102295, -0.051057375967502594, 0.08234300464391708, -0.035520024597644806, 0.01432785950601101, 0.0834018737077713, -0.368656724691391, 0.0342148132622242, 0.082271046936512, 0.1894790232181549, -0.0009623207151889801, -0.004037928767502308, 0.010801342315971851, 0.054493729025125504, -0.0676816925406456, 0.24259601533412933, -0.07382624596357346, -0.052846379578113556, 0.0030513908714056015, -0.13875603675842285, -0.07794296741485596, -0.015293939039111137, 0.06452976167201996, -0.19854865968227386, 0.0976659432053566, 0.021557357162237167, -0.5880151987075806, -0.04445004463195801, -0.013004578649997711, 0.07820134609937668, 0.02098870649933815, -0.0007728720083832741, -0.02674875408411026, -0.08089273422956467, -0.1861611306667328, -0.09740959107875824, -0.06670185178518295, 0.12912265956401825, -0.03907466307282448, -0.1721966713666916, -0.10156561434268951, -0.014245636761188507, 0.0934012234210968, 0.06569702923297882, -0.03710868954658508, -0.09915988147258759, 0.17366927862167358, 0.14951686561107635, -0.02219511568546295, 0.10454840958118439, -0.056377217173576355, 0.04350176826119423, -0.12203601002693176, -0.04749275743961334, -0.06720215827226639, 0.055640365928411484, 0.026904121041297913, -0.02721090242266655, -0.1559697538614273, 0.039444804191589355, 0.03665107116103172, -0.6323993802070618, 0.1251801699399948, 0.19224144518375397, -0.028640009462833405, -0.012280777096748352, 0.16881820559501648, 0.12727060914039612, -0.0362900011241436, 0.028810467571020126, -0.040075309574604034, -0.04243793711066246, -0.02910531312227249, 0.18616925179958344, 0.06013021990656853, -0.07072032988071442, 0.08297569304704666, -0.05168812721967697, -0.001499086618423462, -0.10125046968460083, 0.09061501920223236, 0.10802323371171951, 0.040877144783735275, 0.05027620121836662, -0.0011210981756448746, -0.12588399648666382, -0.11644026637077332, 0.04930336773395538, -0.003963665571063757, 0.12130976468324661, -0.015439069829881191, 0.0845021903514862, 0.031846169382333755, -0.1325611174106598, 0.06748315691947937, -0.1357419341802597, 0.02718084119260311, -0.08550000935792923, -0.03981427475810051, 0.017031889408826828, -0.156850665807724, 0.07319941371679306, -0.017835356295108795, -0.11754712462425232, -0.1337723433971405, 0.03608264774084091, -0.04181825369596481, -0.024378089234232903, 0.014829181134700775, 0.062325283885002136, 0.03433853015303612, -0.012117701582610607, 0.014665170572698116, -0.0059288013726472855, -0.02068958804011345, -0.06744495779275894, -0.011232064105570316, -0.03086511604487896, -0.09313885122537613, -0.0832124799489975, 0.11905275285243988, -0.0151981171220541, -0.03268656134605408, -0.05741921439766884, 0.06289111822843552, 0.24056287109851837, -0.05605750530958176, 0.09231582283973694, -0.0806436836719513, 0.06405714899301529, -0.0010959996143355966, -0.07049194723367691, 0.02106892503798008, 0.00870710052549839, -0.015738852322101593, 0.051735613495111465, 0.08724725991487503, -0.10594546794891357, 0.1077888011932373, -0.07186496257781982, 0.0627305656671524, 0.022759899497032166, 0.05517209321260452, 0.01960395835340023, -0.03597371652722359, 0.010792088694870472, 0.043923135846853256, 0.041478414088487625, 0.15648315846920013, 0.04614974185824394, 0.12828807532787323, -0.09207795560359955, 0.043582893908023834, 0.1130567267537117, 0.10671477764844894, -0.16232293844223022, -0.07276101410388947, 0.10770992189645767, -0.07103335857391357, 0.016236858442425728, 0.07348646223545074, 0.015691637992858887, 0.0581100657582283, 0.08916489034891129, 0.015628810971975327, 0.1204354390501976, -0.044085487723350525, -0.03921646624803543, -0.11668715626001358, -0.1264255791902542, -0.11443089693784714, 0.17645351588726044, 0.02043205127120018, 0.10649947077035904, 0.02609298564493656, 0.021365243941545486, 0.19960623979568481, 0.10700048506259918, -0.06075352802872658, -0.04285314679145813, 0.10039924085140228, 0.15589195489883423, 0.015400145202875137, -0.06429830193519592, 0.1798911839723587, -0.03744816780090332, -0.14362585544586182, -0.0036994055844843388, -0.14387747645378113, 0.15372006595134735, -0.02845415286719799, -0.0983666256070137, -0.0960817039012909, -0.09337571263313293, -0.09767893701791763, -0.05272066593170166, -0.047027282416820526, -0.034334439784288406, 0.09585066884756088, 0.0166073739528656, 0.037294499576091766, 0.2957753539085388, -0.01413788553327322, 0.0925806537270546, -0.06139904633164406, -0.023569395765662193, 0.04292779043316841, 0.06253558397293091, -0.16650652885437012, 0.20822976529598236, -0.08610601723194122, -0.19429540634155273, 0.030066179111599922, -0.11198447644710541, -0.02634940855205059, -0.13194794952869415, 0.0953829437494278, 0.006481610704213381, -0.1509605497121811, -0.1542438566684723, -0.00880325585603714]"
democratic party,"The Democratic Party is one of the two major contemporary political parties in the United States, along with its main historic rival, the Republican Party. ","['Thing', 'Organization']",https://en.wikipedia.org/wiki/Democratic_Party_(United_States),"[0.03246232122182846, 0.12774689495563507, -0.01915646158158779, -0.09156656265258789, 0.1827915757894516, 0.007687403354793787, -0.07427896559238434, -0.06825409829616547, 0.024149810895323753, 2.4281046390533447, -0.21661493182182312, -0.01080276258289814, 0.10922368615865707, -0.06400451809167862, -0.06967384368181229, -0.08965291827917099, -0.025610847398638725, 1.1242636442184448, -0.18938077986240387, -0.03307393565773964, -0.05957207828760147, -0.022419536486268044, -0.020963698625564575, -0.034116245806217194, 0.113283172249794, -0.021367261186242104, -0.06065184250473976, 0.04223090037703514, -0.021071596071124077, 0.06263107806444168, 0.1554064005613327, 0.1561288833618164, -0.05949953570961952, 0.10611271858215332, 0.0786287933588028, -0.11829308420419693, -0.04289349913597107, -0.04587129130959511, -0.0703398659825325, -0.04852452501654625, 0.021617811173200607, 0.15007242560386658, -0.024109024554491043, -0.08514249324798584, 0.023455072194337845, 0.10015184432268143, -0.07927503436803818, -0.08014889806509018, -0.009692146442830563, -0.07909344136714935, 0.05639789253473282, 0.1718481034040451, -0.08251149207353592, -0.008117548190057278, -0.05836852267384529, 0.04527789354324341, 0.04523364081978798, -0.005657629109919071, 0.04082557186484337, -0.04253191500902176, 0.01313107181340456, 0.12405560165643692, -0.06134537234902382, 0.23300118744373322, -0.07367714494466782, -0.03571750968694687, -0.03943357616662979, 0.0882200375199318, -0.042670853435993195, 0.10837875306606293, -0.04056446626782417, 0.09468362480401993, 0.11597384512424469, 0.03192005679011345, -0.013634644448757172, -0.044136207550764084, -0.06132620573043823, 0.0025809998624026775, -0.04241088405251503, 0.15806317329406738, -0.11054497212171555, 0.05503212660551071, -0.004193498753011227, -0.027231205254793167, -0.0267977062612772, -0.2673432528972626, -0.17451976239681244, 0.02314882166683674, 0.18225479125976562, 0.02165897749364376, -0.05950251594185829, 0.07513564825057983, 0.040053579956293106, 0.10926651209592819, 0.1729600727558136, -0.07956379652023315, -0.07127892971038818, 0.007870773784816265, -0.09882994741201401, -0.10977538675069809, 0.010827883146703243, 0.03526028245687485, -0.1614418774843216, -0.06107727065682411, 0.03913721814751625, -0.6057657599449158, 0.03830239549279213, 0.08207627385854721, 0.12449946254491806, 0.008714037016034126, -0.0696401447057724, -0.07956133782863617, -0.05994096025824547, -0.08538747578859329, -0.04309193417429924, -0.056730665266513824, -0.017401017248630524, 0.027808815240859985, -0.10282207280397415, -0.10946349799633026, -0.009062818251550198, 0.026753347367048264, 0.06343778222799301, 0.11496912688016891, -0.11576109379529953, 0.12185561656951904, 0.05048620328307152, -0.08543060719966888, 0.03646000474691391, -0.024681998416781425, -0.09590611606836319, -0.11457435041666031, -0.08908849209547043, -0.09273998439311981, 0.06253615766763687, 0.0756777673959732, -0.012981939129531384, -0.027907023206353188, 0.11738268285989761, -0.0796339139342308, -0.8792553544044495, 0.11859501898288727, 0.15387678146362305, -0.006640613079071045, 0.08008500188589096, 0.040633946657180786, -0.00018482016457710415, -0.05772048607468605, 0.04826798662543297, 0.027455996721982956, -0.12369938939809799, -0.04166271910071373, 0.16688038408756256, 0.06313661485910416, -0.05454077944159508, 0.09906220436096191, -0.07602518796920776, 0.036032747477293015, -0.12033841758966446, 0.018777934834361076, -0.06452687084674835, 0.15338727831840515, 0.00679806899279356, 0.010227171704173088, -0.088686503469944, -0.17664657533168793, 0.06388457119464874, -0.007603079080581665, 0.21528029441833496, 0.02686980925500393, 0.08600857108831406, 0.04279264435172081, -0.0488954596221447, 0.12302891165018082, -0.15633387863636017, 0.006465669255703688, -0.09818737953901291, -0.03741588816046715, 0.08795023709535599, -0.1381257027387619, 0.06153983995318413, -0.09245286881923676, -0.0887734666466713, -0.1926393359899521, 0.02205364778637886, 0.0336800143122673, 0.03278679400682449, -0.11486291885375977, -0.013241118751466274, 0.006717325653880835, -0.06655393540859222, 0.000749515020288527, 0.021112259477376938, 0.09687448292970657, 0.035161785781383514, 0.08881434053182602, -0.10979361087083817, 0.0024677047040313482, -0.17867794632911682, 0.17217442393302917, -0.08115391433238983, 0.01352525781840086, -0.08551941066980362, 0.0021665480453521013, 0.29909706115722656, 0.014407905749976635, 0.022687135264277458, -0.01101602427661419, -0.05782749876379967, -0.06623104959726334, -0.21690571308135986, 0.07120058685541153, -0.04728865996003151, -0.11594730615615845, 0.02870171144604683, 0.16478495299816132, -0.13020232319831848, 0.019296422600746155, -0.05701442435383797, 0.08909625560045242, -0.018543222919106483, 0.017414020374417305, -0.0028716654051095247, 0.048959534615278244, 0.03983592987060547, -0.03774614259600639, 0.04997466132044792, 0.12712648510932922, 0.06640530377626419, 0.06866848468780518, -0.10479521751403809, 0.09422377496957779, 0.06368692219257355, 0.12044385820627213, -0.18476346135139465, -0.08433002233505249, -0.03950657695531845, -0.020093413069844246, -0.02921961061656475, 0.11833159625530243, -0.008517437614500523, 0.11289173364639282, 0.03536045551300049, 0.06194455176591873, 0.08819033205509186, -0.04915923997759819, 0.013607087545096874, -0.12613317370414734, -0.1194559708237648, -0.07712177187204361, 0.08652351051568985, 0.07064312696456909, 0.07849879562854767, -0.06360294669866562, -0.004093951545655727, 0.30108192563056946, 0.15632233023643494, -0.03680115193128586, -0.09304209798574448, 0.011083399876952171, 0.12203117460012436, 0.09934673458337784, -0.11166773736476898, 0.15478277206420898, -0.015724441036581993, -0.15865649282932281, 0.0016517287585884333, -0.11396489292383194, 0.310193806886673, -0.13111327588558197, -0.0664302334189415, -0.01629059948027134, -0.16146893799304962, -0.1641242802143097, -0.03444580361247063, 0.004291897173970938, 0.03279974311590195, 0.18241456151008606, 0.06385012716054916, 0.10358821600675583, 0.3150057792663574, -0.05023563280701637, -0.002442660043016076, -0.033456362783908844, -0.04627932980656624, 0.01815887726843357, 0.10591542720794678, -0.08177121728658676, 0.2368474304676056, -0.0742376521229744, -0.20134712755680084, 0.05166702717542648, -0.004935876466333866, -0.05184236541390419, -0.13861648738384247, 0.0511738546192646, 0.027759356424212456, -0.10233930498361588, -0.15575344860553741, 0.044591646641492844]"
african american president,"The National Museum of African American History and Culture is a Smithsonian Institution museum located on the National Mall in Washington, D.C., in the United States. ","['Museum', 'Thing', 'TouristAttraction', 'CivicStructure', 'Place']",https://en.wikipedia.org/wiki/National_Museum_of_African_American_History_and_Culture,"[0.07198217511177063, 0.1661425679922104, 0.08222539722919464, -0.142717644572258, 0.2921428680419922, 0.00960733275860548, -0.04436769708991051, 0.016745522618293762, 0.0004042900400236249, 2.1653287410736084, -0.37759241461753845, -0.09846798330545425, 0.07553652673959732, -0.055229417979717255, -0.09532198309898376, -0.05039448291063309, 0.0052026440389454365, 1.2022271156311035, -0.09617249667644501, -0.04548028111457825, 0.02236948162317276, 0.023774761706590652, 0.03877891227602959, -0.04300941154360771, 0.1515948474407196, -0.06714222580194473, -0.10792407393455505, 0.12034422904253006, -0.10113295912742615, 0.1697346419095993, 0.09261583536863327, 0.011188036762177944, 0.09403910487890244, 0.0772281289100647, 0.05298943445086479, -0.06760088354349136, -0.037714067846536636, 0.07508284598588943, -0.0907488688826561, 0.07136387377977371, -0.0047150105237960815, 0.1774614453315735, -0.02181566320359707, -0.011398456059396267, 0.11318225413560867, 0.015111290849745274, 0.019993506371974945, -0.10264244675636292, 0.05285152420401573, -0.15498128533363342, -0.006844876334071159, 0.0375906378030777, -0.08935568481683731, -0.10904859006404877, 0.046801790595054626, -0.011425245553255081, 0.10212937742471695, -0.007844106294214725, 0.09616174548864365, -0.05358809605240822, -0.0705195739865303, 0.02676444873213768, -0.053268272429704666, 0.19770312309265137, -0.03273947909474373, -0.11248723417520523, -0.04050813987851143, 0.08447340130805969, 0.031250257045030594, 0.12075604498386383, -0.09661006927490234, 0.021438123658299446, 0.10127222537994385, -0.08451204001903534, 0.15560175478458405, 0.021236136555671692, -0.0961480438709259, 0.018563685938715935, -0.00040799877024255693, 0.22400039434432983, -0.04649874195456505, 0.1640465259552002, 0.02840345725417137, -0.01223957072943449, -0.027577489614486694, -0.2681587338447571, -0.05298244208097458, 0.16522151231765747, 0.08405828475952148, -0.012505142018198967, -0.06591063737869263, 0.0334683358669281, -0.02702648937702179, -0.19686514139175415, 0.23964370787143707, -0.07003326714038849, -0.15043029189109802, 0.03435317799448967, -0.041170384734869, -0.11432012170553207, 0.02978048473596573, -0.013749208301305771, -0.15972250699996948, 0.08514638245105743, 0.13569146394729614, -0.5780308246612549, 0.04771154001355171, 0.03180060163140297, 0.056983582675457, -0.11262422055006027, 0.028430137783288956, 0.011475450359284878, 0.011958189308643341, -0.17948749661445618, -0.052176669239997864, -0.005969392601400614, 0.11595872044563293, -0.024262242019176483, -0.08471707254648209, -0.0056920298375189304, -0.03881968557834625, 0.09621469676494598, 0.02538331039249897, -0.03588481619954109, -0.05665251985192299, 0.09601803869009018, 0.11880156397819519, -0.008557204157114029, 0.10521553456783295, -0.08326319605112076, 0.08146897703409195, -0.2183789312839508, -0.14387856423854828, -0.07217160612344742, 0.019514955580234528, -0.06477467715740204, -0.05559176951646805, -0.05847228318452835, 0.02346869930624962, -0.07310939580202103, -0.6366181969642639, -0.010301805101335049, 0.219639852643013, -0.1087392047047615, -0.036305055022239685, 0.08723856508731842, 0.034146953374147415, 0.05835139751434326, 0.05249251425266266, -0.04358339309692383, -0.062461528927087784, -0.08626921474933624, 0.09181073307991028, 0.012799296528100967, -0.16097837686538696, 0.03823315352201462, -0.05124400183558464, -0.0727306455373764, -0.05845630168914795, 0.08067549765110016, 0.1453941911458969, 0.10141004621982574, 0.12697458267211914, 0.15644432604312897, -0.05940087139606476, -0.11290100961923599, -0.011139740236103535, 0.05826755240559578, 0.1618354320526123, 0.04983098804950714, 0.04906931146979332, 0.008282290771603584, -0.0451042465865612, 0.15979212522506714, -0.1020035445690155, 0.05392580106854439, -0.058942634612321854, 0.053028449416160583, 0.0910554900765419, -0.12784777581691742, 0.08491535484790802, 0.012244093231856823, -0.10591404885053635, -0.17347554862499237, 0.02121075429022312, 0.06936118006706238, 0.03741363063454628, 0.019908398389816284, 0.0032183676958084106, -0.07660376280546188, -0.09709243476390839, 0.04443836584687233, -0.010677956975996494, 0.01985829323530197, -0.07441394031047821, 0.22408421337604523, 0.05694656819105148, -0.11543694883584976, -0.05246627330780029, 0.054062824696302414, -0.01547924056649208, -0.03228750452399254, -0.09365793317556381, 0.08944133669137955, 0.18844377994537354, -0.08113738149404526, 0.19738934934139252, 0.03935929760336876, -0.014819283038377762, -0.15194915235042572, -0.08912631869316101, 0.11889883875846863, -0.042226649820804596, -0.058340542018413544, -0.030523326247930527, 0.12100911140441895, -0.08334037661552429, 0.08071775734424591, 0.020393654704093933, 0.06201569363474846, -0.03818457946181297, -0.007849744521081448, -0.037133894860744476, -0.1151563823223114, -0.00998320896178484, 0.010297759436070919, 0.014872265979647636, 0.1297864317893982, 0.2138816863298416, 0.19198697805404663, -0.05688273906707764, 0.1533501297235489, 0.11214670538902283, -0.015165627002716064, -0.2329736351966858, -0.07373706251382828, 0.002162408549338579, -0.05962015688419342, 0.029094010591506958, 0.01620258390903473, 0.04436008632183075, -0.012262492440640926, 0.14404629170894623, -0.03164901211857796, 0.09554992616176605, -0.09421133249998093, -0.04162723198533058, -0.025848783552646637, -0.15259765088558197, -0.3643103241920471, 0.11036624759435654, -0.0013588997535407543, 0.06167276203632355, -0.10158676654100418, 0.04791521653532982, 0.16780203580856323, 0.12982097268104553, -0.05488209426403046, -0.047407250851392746, -0.05664766579866409, 0.1348097324371338, -0.0006525698699988425, 0.009889462031424046, 0.15726958215236664, -0.05813968926668167, -0.18203207850456238, -0.014217931777238846, -0.12445282936096191, 0.01847527176141739, 0.05022945627570152, -0.28605619072914124, -0.06299110502004623, -0.07443217188119888, -0.04589502513408661, 0.03622860834002495, -0.052240464836359024, 0.08141109347343445, 0.06258253753185272, -0.03973585367202759, 0.07395166158676147, 0.21921223402023315, -0.06511109322309494, -0.1253616213798523, 0.05191264674067497, -0.11547592282295227, 0.09319932758808136, 0.11093548685312271, -0.06609583646059036, 0.13269516825675964, -0.08686618506908417, -0.030021293088793755, -0.06400170922279358, -0.023081472143530846, -0.05737055838108063, -0.02661362662911415, 0.02341390587389469, 0.05163540318608284, -0.06876882910728455, -0.21334338188171387, 0.18040189146995544]"
